"cloud number" xcm ycm zcm mass r_90 vdisp_x vdisp_y vdisp_z alpha_vir alpha_vir_s
0 -7.0718105744951165 -0.4492759162610242 0.5506172389342571 20054811.26611328 0.2106425723189445 18.0224953288006 22.755642171523238 19.26465888812317 4.939977389546962 2.022508554409501
1 -4.8738143569764745 5.295582078145395 -0.04807273074941948 19210901.916992188 0.11021098788305157 19.635374316761247 22.010249310836212 16.051608650017634 2.5067927786474855 1.4563224400052432
2 -3.727824819523795 5.837025231922517 0.006288400916008668 15957455.749023438 0.26097979471475236 16.0230124144386 20.27747505422036 12.069287308063114 5.155960611869417 2.147901573653488
3 11.900171896638952 -4.873632055684312 0.14757599603268845 15067808.01171875 0.0829768635515087 18.201813592810744 18.05493940316372 17.288265087283666 2.0403668062787332 1.3592569690962533
4 -3.9280592141010566 -2.768135076925624 -0.021334296378742873 15774289.558105469 0.1963572936625661 36.55624905739304 29.630833788635233 24.270551532162298 13.522247619801648 6.073624867597582
5 1.384023522809729 -1.3654189149353728 -0.010517743600795111 16648042.829589844 0.1342020521698081 35.203546539141236 22.842249224874518 24.85549429434599 7.4306953366063775 3.948048364826281
6 -7.118963097751983 -5.462755151355561 -0.42583101564243003 13679049.095703125 0.20048044345512395 10.655776196624313 15.168340495294046 8.657532498950752 2.377153445117488 0.9747779285907935
7 -5.017604756935079 4.849655357292695 -0.07607951482187066 13310668.651367188 0.11284938426374601 21.021167485204177 18.324369712005932 25.07209447685742 4.619952160146584 2.792066808798107
8 -0.07220749787833164 0.587429802762716 -0.022603468447999174 17427854.982421875 0.13511686902682868 50.16976623090169 75.17840789053997 24.510406175584333 26.34566252938925 12.662627065294254
9 0.08480483522605807 -1.035217134306895 -0.014029693321264419 14425356.685546875 0.19274965035389913 18.486749724527492 76.52755152344206 13.71353171077505 33.065967304846254 14.432164436711245
10 -3.4376070630356534 2.472244677297851 0.16443937062266945 12077263.240722656 0.1227246256520922 22.444551256100397 13.328785620161467 23.5948287683276 4.875232305533887 2.836981229936236
11 8.999597091522997 1.6635968578223117 0.08772643055321112 9965133.819335938 0.09527592590678677 20.994356205845396 19.57557871565642 21.026965047714132 4.690656741026671 2.477957623958658
12 11.617699815597712 -4.2678655970234285 0.1587978247866462 10014196.757324219 0.13010787933153206 15.314268006447787 12.196335314287749 16.854423588586375 3.359744482430972 1.869067696928629
13 3.0336727364386067 6.327845613380607 0.143766883233922 9998473.708496094 0.10499830017202724 8.604587310857628 12.936642272076922 7.355069258652238 1.2024334441492763 0.736676114560206
14 5.326644770529446 4.554570212212568 0.47768966554239606 9462632.569824219 0.14545722158486787 10.336916952770274 10.23209684782316 8.073986138680931 1.6483755323005598 0.6067897371201904
15 9.146606650908383 1.897916522386172 0.051041234236231435 8619060.469238281 0.08245492470601125 15.700559919111317 15.56377909833002 9.572392123314426 2.1514289500052075 1.3997770075741736
16 7.830965214519458 2.574907533722732 0.3763568857242299 7678113.571777344 0.08789636588691636 12.954559029178103 10.581639370578218 9.253938414602905 1.620999427645883 0.9555659262901582
17 4.824560648288913 5.798155055054989 0.19126943679080233 7744856.421386719 0.11388093301199384 15.646709940819022 13.909079156947122 8.470154430148165 2.9059980822929736 1.5595229956322483
18 -5.3420566126053215 -8.603876939564364 -0.10926287604399695 7332072.2626953125 0.09220087503356457 12.271942642182882 15.700728508464772 10.914740088357371 2.5155324741116565 1.5650007732622129
19 -1.464156629464462 4.155878379201085 -0.1366224253192557 7878749.6142578125 0.08240934252309384 13.86415618541942 11.41379690854497 10.976864463692918 1.7954369054786212 1.066949660677348
20 -1.6578596437776392 -3.2076238344224497 -0.0656233506175186 7978957.4619140625 0.09421822156940968 15.950393320495852 11.28845617448508 16.715089846035397 3.0256079860396006 1.854690784749151
21 1.0005387436308406 -1.825958080911199 -0.010064420488536436 8636344.417480469 0.07894441670085246 33.225084283062124 18.758556744413973 8.320896120600942 5.401753439947045 3.1299955854330865
22 0.07561517472327918 4.5602159766034 -0.18255014676424336 7384349.2421875 0.08484164757708335 17.513860952425283 17.247480408455857 13.589471087593397 3.5121747891939745 2.106576993059702
23 -2.16447917693738 2.1991921943259154 0.03274371505462624 7814792.103027344 0.15141612407781213 27.16840635601562 20.719207425422113 14.307750977888176 10.30178364120544 4.483641965352271
24 -0.6307877854990593 1.8621123187727429 0.04848327013606988 7968894.9326171875 0.12996450680585217 17.788245983884586 17.88857365193521 16.952631031663 5.8381759513685445 2.805726078869884
25 3.3923897951499478 6.225330815201714 0.15074049569862916 6435362.985839844 0.10699766186146528 7.313365275095939 10.354067057037582 12.27372453946986 2.005842377403725 1.002115216175584
26 -0.5463219082117724 0.6845912714676707 0.0021139898463743002 8148113.0966796875 0.15249307287335562 34.41732749900558 36.97827902734358 21.956500010617837 22.00286288179497 10.009708726145623
27 4.1665352029812786 5.941774211276593 0.2676293590044634 6403611.166503906 0.12075443165809738 11.617713715924994 11.36408592634707 6.645854368506529 2.252634792602372 1.0681612393173565
28 11.88448719862036 -4.014444362066679 -0.09779737654631145 5835289.237792969 0.08148648601672802 13.096333230992627 22.67494385044632 22.577534513284597 6.4685450365429435 3.9966442464157383
29 -4.754058447633117 8.54940490888285 0.17740410032360626 5619235.052734375 0.11091346054096383 16.10156058577877 12.475133193111041 14.81914522109678 4.852906105864185 3.112490570813445
30 -6.178449578082078 5.575819171382555 -0.005219695811478957 5472433.595703125 0.07192119784960357 19.226488024293836 14.518022454914338 18.53083537424208 4.704687607122573 2.826029848067657
31 1.88643246482935 -0.5521525592808396 -0.0775114362983049 6896911.977050781 0.06826325235439251 17.7552387605142 17.943771219936522 16.048364103928858 3.4317296701677287 2.029590446712895
32 2.746594235392673 1.706332901417244 -0.1413691029283695 6543826.8583984375 0.08680036013373564 17.869872291002327 18.09295462732952 7.909384892065974 3.64545890716511 2.123711023858705
33 -6.3820849451434345 -8.938608360762055 -1.2578472028884409 5420434.20703125 0.09038737935451316 9.72108025520742 43.35167684039512 13.540692993630945 13.93905860683285 7.469244208784081
34 -4.68987541414195 -12.3932756601564 0.3474523289897859 5507091.05859375 0.08499084217803414 11.210385093889538 15.243026752657048 17.889540336753853 4.054923282308826 2.3711955134433462
35 -6.151891518969401 -12.01056245384477 -0.552297209430089 5468481.761230469 0.07186148981028961 9.251063801510803 8.996712412783197 9.864351591389367 1.3434355375116724 0.7961516184684758
36 -7.547892930988891 -8.966964269481236 -0.055100342272237826 5296790.456542969 0.07839869075758865 13.437067699210195 10.069120635837491 9.98372131721057 2.188714506527223 1.2156758538210088
37 -1.9167717372325677 9.190872358729926 -0.4171577405473455 5034086.572265625 0.13938922982137486 7.96973265611065 13.027973453193786 9.710947797214065 3.5143761359240564 1.6465415487026398
38 3.4612414770732873 6.113522002180866 0.3278020161702614 5466305.4833984375 0.10915349581046298 8.907780916184434 7.836520041710804 8.005877798728989 1.5850876989898095 0.8113158532295908
39 -9.728937930346413 -4.120760891788311 -0.4772350324149773 5204292.496582031 0.08412099527675275 7.28729496002603 7.628053724308456 9.382414649989293 1.2484259254539276 0.6549650533316385
40 -0.24350336792351934 -2.433257017872946 -0.010889115562230049 6366461.751953125 0.15528912969822306 8.626712966127142 21.63374099986522 8.37087132794093 5.789248064013263 2.262718381656882
41 -6.256837230442595 -11.935654613395167 -0.3200535105687255 5067808.302246094 0.09332363904751435 9.712966858210715 7.668564276453401 9.556871768270794 1.7445557400039169 1.0525551028081628
42 1.489407629432911 -4.323264272111294 -0.11480916372312351 5605790.474609375 0.07139154398697055 15.187852696154778 13.076267774702583 11.33286839639389 2.615942525395623 1.572722666565171
43 1.329549534275352 -0.16144775513369722 0.00781965844318362 6251893.071777344 0.07738507389924344 21.848201767800553 9.959786552486054 16.213546437389553 4.0261589654370935 2.4084651631001535
44 2.0974788626994605 6.596168253837619 0.08466552604446821 5013616.73828125 0.05202190696429203 10.801999110902063 8.681161067836836 11.183081467425252 1.274990061792392 0.8474776117184171
